Gene Ontology	Bacteria	Paper ID
immune response	Streptococcus pneumoniae	9759856
immune system process	Streptococcus pneumoniae	9759856
immune response	Streptococcus pneumoniae	32974394
immune system process	Streptococcus pneumoniae	32974394
immune response	Streptococcus pneumoniae	33004529
immune system process	Streptococcus pneumoniae	33004529
immune response	Streptococcus pneumoniae	26368279
immune system process	Streptococcus pneumoniae	26368279
immune response	Streptococcus pneumoniae	28991170
immune system process	Streptococcus pneumoniae	28991170
immune response	Streptococcus pneumoniae	24928996
immune system process	Streptococcus pneumoniae	24928996
immune response	Streptococcus pneumoniae	33101315
immune system process	Streptococcus pneumoniae	33101315
immune response	Streptococcus pneumoniae	23922371
immune system process	Streptococcus pneumoniae	23922371
immune response	Streptococcus pneumoniae	29883409
immune response	Streptococcus pneumoniae	29899010
immune system process	Streptococcus pneumoniae	29899010
immune response	Streptococcus pneumoniae	17711480
immune system process	Streptococcus pneumoniae	17711480
immune response	Streptococcus pneumoniae	19509469
immune system process	Streptococcus pneumoniae	19509469
immune response	Streptococcus pneumoniae	28973947
immune system process	Streptococcus pneumoniae	28973947
immune response	Streptococcus pneumoniae	30772864
immune system process	Streptococcus pneumoniae	30772864
immune response	Streptococcus pneumoniae	32117322
immune system process	Streptococcus pneumoniae	32117322
immune response	Streptococcus pneumoniae	15369729
immune system process	Streptococcus pneumoniae	15369729
immune response	Streptococcus pneumoniae	29155867
immune system process	Streptococcus pneumoniae	29155867
immune response	Streptococcus pneumoniae	25534734
immune system process	Streptococcus pneumoniae	25534734
immune response	Streptococcus pneumoniae	32613006
immune system process	Streptococcus pneumoniae	32613006
immune response	Streptococcus pneumoniae	25033332
immune system process	Streptococcus pneumoniae	25033332
immune response	Streptococcus pneumoniae	26930705
immune system process	Streptococcus pneumoniae	26930705
immune response	Streptococcus pneumoniae	23874157
immune system process	Streptococcus pneumoniae	23874157
immune response	Streptococcus pneumoniae	25473880
immune system process	Streptococcus pneumoniae	25473880
immune response	Streptococcus pneumoniae	27789929
immune system process	Streptococcus pneumoniae	27789929
immune response	Streptococcus pneumoniae	27177221
immune system process	Streptococcus pneumoniae	27177221
immune response	Streptococcus pneumoniae	18612392
immune system process	Streptococcus pneumoniae	18612392
immune response	Streptococcus pneumoniae	26986567
immune system process	Streptococcus pneumoniae	26986567
immune response	Streptococcus pneumoniae	33023033
immune system process	Streptococcus pneumoniae	33023033
immune response	Streptococcus pneumoniae	14702311
immune response	Streptococcus pneumoniae	29616039
immune response	Streptococcus pneumoniae	24147040
immune system process	Streptococcus pneumoniae	24147040
immune response	Streptococcus pneumoniae	21937639
immune system process	Streptococcus pneumoniae	21937639
immune response	Streptococcus pneumoniae	19767427
immune system process	Streptococcus pneumoniae	19767427
immune response	Streptococcus pneumoniae	18390997
immune system process	Streptococcus pneumoniae	18390997
immune response	Streptococcus pneumoniae	20103563
immune system process	Streptococcus pneumoniae	20103563
immune response	Streptococcus pneumoniae	27527598
immune system process	Streptococcus pneumoniae	27527598
immune response	Streptococcus pneumoniae	32513856
immune system process	Streptococcus pneumoniae	32513856
immune response	Streptococcus pneumoniae	25100838
immune system process	Streptococcus pneumoniae	25100838
immune response	Streptococcus pneumoniae	32163524
immune system process	Streptococcus pneumoniae	32163524
immune response	Streptococcus pneumoniae	19147530
immune system process	Streptococcus pneumoniae	19147530
immune response	Streptococcus pneumoniae	23911852
immune system process	Streptococcus pneumoniae	23911852
immune response	Streptococcus pneumoniae	27250768
immune system process	Streptococcus pneumoniae	27250768
immune response	Streptococcus pneumoniae	31739446
immune system process	Streptococcus pneumoniae	31739446
immune response	Streptococcus pneumoniae	30356876
immune system process	Streptococcus pneumoniae	30356876
immune response	Streptococcus pneumoniae	32306785
immune system process	Streptococcus pneumoniae	32306785
immune response	Streptococcus pneumoniae	22069376
immune system process	Streptococcus pneumoniae	22069376
immune response	Streptococcus pneumoniae	28082986
immune system process	Streptococcus pneumoniae	28082986
immune response	Streptococcus pneumoniae	31681022
immune response	Streptococcus pneumoniae	28723101
immune system process	Streptococcus pneumoniae	28723101
immune response	Streptococcus pneumoniae	30566567
immune system process	Streptococcus pneumoniae	30566567
immune response	Streptococcus pneumoniae	12874361
immune system process	Streptococcus pneumoniae	12874361
immune response	Streptococcus pneumoniae	20205946
immune system process	Streptococcus pneumoniae	20205946
immune response	Streptococcus pneumoniae	9756751
immune system process	Streptococcus pneumoniae	9756751
immune response	Streptococcus pneumoniae	21408610
immune system process	Streptococcus pneumoniae	21408610
immune response	Streptococcus pneumoniae	19940002
immune system process	Streptococcus pneumoniae	19940002
immune response	Streptococcus pneumoniae	31054799
immune system process	Streptococcus pneumoniae	31054799
immune response	Streptococcus pneumoniae	25565644
immune system process	Streptococcus pneumoniae	25565644
immune response	Streptococcus pneumoniae	31075211
immune system process	Streptococcus pneumoniae	31075211
immune response	Streptococcus pneumoniae	1548919
immune system process	Streptococcus pneumoniae	1548919
immune response	Streptococcus pneumoniae	29792307
immune system process	Streptococcus pneumoniae	29792307
immune response	Streptococcus pneumoniae	28391291
immune system process	Streptococcus pneumoniae	28391291
immune response	Streptococcus pneumoniae	32154192
immune system process	Streptococcus pneumoniae	32154192
immune response	Streptococcus pneumoniae	18981244
immune system process	Streptococcus pneumoniae	18981244
immune response	Streptococcus pneumoniae	29507185
immune response	Streptococcus pneumoniae	25893089
immune system process	Streptococcus pneumoniae	25893089
immune response	Streptococcus pneumoniae	22521604
immune system process	Streptococcus pneumoniae	22521604
immune response	Streptococcus pneumoniae	30045966
immune system process	Streptococcus pneumoniae	30045966
immune response	Streptococcus pneumoniae	15385055
immune system process	Streptococcus pneumoniae	15385055
immune response	Streptococcus pneumoniae	17975555
immune system process	Streptococcus pneumoniae	17975555
immune response	Streptococcus pneumoniae	25073507
immune system process	Streptococcus pneumoniae	25073507
immune response	Streptococcus pneumoniae	32222064
immune system process	Streptococcus pneumoniae	32222064
immune response	Streptococcus pneumoniae	21893534
immune system process	Streptococcus pneumoniae	21893534
immune response	Streptococcus pneumoniae	22734811
immune system process	Streptococcus pneumoniae	22734811
immune response	Streptococcus pneumoniae	26904695
immune system process	Streptococcus pneumoniae	26904695
immune response	Streptococcus pneumoniae	31414162
immune system process	Streptococcus pneumoniae	31414162
immune response	Streptococcus pneumoniae	27007260
immune system process	Streptococcus pneumoniae	27007260
immune response	Streptococcus pneumoniae	22692499
immune system process	Streptococcus pneumoniae	22692499
immune response	Streptococcus pneumoniae	15607639
immune system process	Streptococcus pneumoniae	15607639
immune response	Streptococcus pneumoniae	21787408
immune system process	Streptococcus pneumoniae	21787408
immune response	Streptococcus pneumoniae	27339192
immune system process	Streptococcus pneumoniae	27339192
immune response	Streptococcus pneumoniae	26380827
immune response	Streptococcus pneumoniae	31080447
immune system process	Streptococcus pneumoniae	31080447
immune response	Streptococcus pneumoniae	31245279
immune system process	Streptococcus pneumoniae	31245279
immune response	Streptococcus pneumoniae	25898005
immune system process	Streptococcus pneumoniae	25898005
immune response	Streptococcus pneumoniae	10639411
immune system process	Streptococcus pneumoniae	10639411
immune response	Streptococcus pneumoniae	26415497
immune system process	Streptococcus pneumoniae	26415497
immune response	Streptococcus pneumoniae	32760407
immune system process	Streptococcus pneumoniae	32760407
immune response	Streptococcus pneumoniae	17551592
immune system process	Streptococcus pneumoniae	17551592
immune response	Streptococcus pneumoniae	26383585
immune response	Streptococcus pneumoniae	19188354
immune system process	Streptococcus pneumoniae	19188354
immune response	Streptococcus pneumoniae	31497020
immune system process	Streptococcus pneumoniae	31497020
immune response	Streptococcus pneumoniae	27812281
immune system process	Streptococcus pneumoniae	27812281
immune response	Streptococcus pneumoniae	23927943
immune system process	Streptococcus pneumoniae	23927943
immune response	Streptococcus pneumoniae	21686214
immune system process	Streptococcus pneumoniae	21686214
immune response	Streptococcus pneumoniae	21412436
immune response	Streptococcus pneumoniae	33140159
immune system process	Streptococcus pneumoniae	33140159
immune response	Streptococcus pneumoniae	25274277
immune system process	Streptococcus pneumoniae	25274277
immune response	Streptococcus pneumoniae	32340134
immune system process	Streptococcus pneumoniae	32340134
immune response	Streptococcus pneumoniae	26351147
immune system process	Streptococcus pneumoniae	26351147
immune response	Streptococcus pneumoniae	31447837
immune system process	Streptococcus pneumoniae	31447837
immune response	Streptococcus pneumoniae	28860663
immune system process	Streptococcus pneumoniae	28860663
immune response	Streptococcus pneumoniae	30322895
immune system process	Streptococcus pneumoniae	30322895
immune response	Streptococcus pneumoniae	23180419
immune system process	Streptococcus pneumoniae	23180419
immune response	Streptococcus pneumoniae	31699101
immune system process	Streptococcus pneumoniae	31699101
immune response	Streptococcus pneumoniae	32755302
immune system process	Streptococcus pneumoniae	32755302
immune response	Streptococcus pneumoniae	23269244
immune system process	Streptococcus pneumoniae	23269244
immune response	Streptococcus pneumoniae	31612122
immune response	Streptococcus pneumoniae	21034474
immune system process	Streptococcus pneumoniae	21034474
immune response	Streptococcus pneumoniae	18345021
immune system process	Streptococcus pneumoniae	18345021
immune response	Streptococcus pneumoniae	25278572
immune system process	Streptococcus pneumoniae	25278572
immune response	Streptococcus pneumoniae	29302645
immune system process	Streptococcus pneumoniae	29302645
immune response	Streptococcus pneumoniae	32727835
immune system process	Streptococcus pneumoniae	32727835
immune response	Streptococcus pneumoniae	30543696
immune system process	Streptococcus pneumoniae	30543696
immune response	Streptococcus pneumoniae	28435675
immune system process	Streptococcus pneumoniae	28435675
immune response	Streptococcus pneumoniae	31384734
immune system process	Streptococcus pneumoniae	31384734
immune response	Streptococcus pneumoniae	29312268
immune system process	Streptococcus pneumoniae	29312268
immune response	Streptococcus pneumoniae	12534945
immune system process	Streptococcus pneumoniae	12534945
immune response	Streptococcus pneumoniae	12654820
immune system process	Streptococcus pneumoniae	12654820
immune response	Streptococcus pneumoniae	30405609
immune system process	Streptococcus pneumoniae	30405609
immune response	Streptococcus pneumoniae	22609011
immune system process	Streptococcus pneumoniae	22609011
immune response	Streptococcus pneumoniae	23774599
immune system process	Streptococcus pneumoniae	23774599
immune response	Streptococcus pneumoniae	32818143
immune system process	Streptococcus pneumoniae	32818143
immune response	Streptococcus pneumoniae	12878534
immune system process	Streptococcus pneumoniae	12878534
immune response	Streptococcus pneumoniae	22536369
immune system process	Streptococcus pneumoniae	22536369
immune response	Streptococcus pneumoniae	18678667
immune system process	Streptococcus pneumoniae	18678667
immune response	Streptococcus pneumoniae	27917323
immune system process	Streptococcus pneumoniae	27917323
immune response	Streptococcus pneumoniae	26107875
immune system process	Streptococcus pneumoniae	26107875
immune response	Streptococcus pneumoniae	28143570
immune system process	Streptococcus pneumoniae	28143570
immune response	Streptococcus pneumoniae	21834957
immune system process	Streptococcus pneumoniae	21834957
immune response	Streptococcus pneumoniae	26018248
immune system process	Streptococcus pneumoniae	26018248
immune response	Streptococcus pneumoniae	29312339
immune response	Streptococcus pneumoniae	29632881
immune system process	Streptococcus pneumoniae	29632881
immune response	Streptococcus pneumoniae	11826616
immune system process	Streptococcus pneumoniae	11826616
immune response	Streptococcus pneumoniae	17344347
immune system process	Streptococcus pneumoniae	17344347
immune response	Streptococcus pneumoniae	11828011
immune system process	Streptococcus pneumoniae	11828011
immune response	Streptococcus pneumoniae	33294820
immune system process	Streptococcus pneumoniae	33294820
immune response	Streptococcus pneumoniae	30656650
immune system process	Streptococcus pneumoniae	30656650
immune response	Streptococcus pneumoniae	27534704
immune system process	Streptococcus pneumoniae	27534704
immune response	Streptococcus pneumoniae	22235228
immune system process	Streptococcus pneumoniae	22235228
immune response	Streptococcus pneumoniae	12819083
immune system process	Streptococcus pneumoniae	12819083
immune response	Streptococcus pneumoniae	27737646
immune system process	Streptococcus pneumoniae	27737646
immune response	Streptococcus pneumoniae	23878583
immune system process	Streptococcus pneumoniae	23878583
immune response	Streptococcus pneumoniae	28163052
immune system process	Streptococcus pneumoniae	28163052
immune response	Streptococcus pneumoniae	21306646
immune system process	Streptococcus pneumoniae	21306646
immune response	Streptococcus pneumoniae	23894641
immune system process	Streptococcus pneumoniae	23894641
immune response	Streptococcus pneumoniae	33218049
immune system process	Streptococcus pneumoniae	33218049
immune response	Streptococcus pneumoniae	21611187
immune system process	Streptococcus pneumoniae	21611187
immune response	Streptococcus pneumoniae	26066058
immune system process	Streptococcus pneumoniae	26066058
immune response	Streptococcus pneumoniae	30534609
immune system process	Streptococcus pneumoniae	30534609
immune response	Streptococcus pneumoniae	25670926
immune system process	Streptococcus pneumoniae	25670926
immune response	Streptococcus pneumoniae	28225165
immune system process	Streptococcus pneumoniae	28225165
immune response	Streptococcus pneumoniae	30862841
immune system process	Streptococcus pneumoniae	30862841
immune response	Streptococcus pneumoniae	24859749
immune system process	Streptococcus pneumoniae	24859749
immune response	Streptococcus pneumoniae	28900158
immune system process	Streptococcus pneumoniae	28900158
immune response	Streptococcus pneumoniae	31974431
immune system process	Streptococcus pneumoniae	31974431
immune response	Streptococcus pneumoniae	18362174
immune response	Streptococcus pneumoniae	29232932
immune system process	Streptococcus pneumoniae	29232932
immune response	Streptococcus pneumoniae	31779172
immune system process	Streptococcus pneumoniae	31779172
immune response	Streptococcus pneumoniae	17875633
immune system process	Streptococcus pneumoniae	17875633
immune response	Streptococcus pneumoniae	16210486
immune system process	Streptococcus pneumoniae	16210486
immune response	Streptococcus pneumoniae	29755958
immune system process	Streptococcus pneumoniae	29755958
immune response	Streptococcus pneumoniae	29395516
immune system process	Streptococcus pneumoniae	29395516
immune response	Streptococcus pneumoniae	26684632
immune system process	Streptococcus pneumoniae	26684632
immune response	Streptococcus pneumoniae	15982420
immune system process	Streptococcus pneumoniae	15982420
immune response	Streptococcus pneumoniae	20653102
immune system process	Streptococcus pneumoniae	20653102
immune response	Streptococcus pneumoniae	32279287
immune system process	Streptococcus pneumoniae	32279287
immune response	Streptococcus pneumoniae	32858038
immune system process	Streptococcus pneumoniae	32858038
immune response	Streptococcus pneumoniae	24673624
immune system process	Streptococcus pneumoniae	24673624
immune response	Streptococcus pneumoniae	15531251
immune system process	Streptococcus pneumoniae	15531251
immune response	Streptococcus pneumoniae	30894799
immune system process	Streptococcus pneumoniae	30894799
immune response	Streptococcus pneumoniae	24324465
immune system process	Streptococcus pneumoniae	24324465
immune response	Streptococcus pneumoniae	32430472
immune system process	Streptococcus pneumoniae	32430472
immune response	Streptococcus pneumoniae	18470901
immune system process	Streptococcus pneumoniae	18470901
immune response	Streptococcus pneumoniae	28660174
immune system process	Streptococcus pneumoniae	28660174
immune response	Streptococcus pneumoniae	29777224
immune response	Streptococcus pneumoniae	26540050
immune system process	Streptococcus pneumoniae	26540050
immune response	Streptococcus pneumoniae	25309747
immune system process	Streptococcus pneumoniae	25309747
immune response	Streptococcus pneumoniae	23154222
immune system process	Streptococcus pneumoniae	23154222
immune response	Streptococcus pneumoniae	27630239
immune system process	Streptococcus pneumoniae	27630239
immune response	Streptococcus pneumoniae	25785720
immune system process	Streptococcus pneumoniae	25785720
immune response	Streptococcus pneumoniae	22346573
immune system process	Streptococcus pneumoniae	22346573
immune response	Streptococcus pneumoniae	31565247
immune system process	Streptococcus pneumoniae	31565247
immune response	Streptococcus pneumoniae	26277095
immune system process	Streptococcus pneumoniae	26277095
immune response	Streptococcus pneumoniae	32365793
immune system process	Streptococcus pneumoniae	32365793
immune response	Streptococcus pneumoniae	19239696
immune system process	Streptococcus pneumoniae	19239696
immune response	Streptococcus pneumoniae	23637311
immune system process	Streptococcus pneumoniae	23637311
immune response	Streptococcus pneumoniae	26448757
immune system process	Streptococcus pneumoniae	26448757
immune response	Haemophilus influenzae	29099809
immune system process	Haemophilus influenzae	29099809
immune response	Haemophilus influenzae	10749549
immune system process	Haemophilus influenzae	10749549
immune response	Haemophilus influenzae	27430270
immune system process	Haemophilus influenzae	27430270
immune response	Haemophilus influenzae	21086008
immune system process	Haemophilus influenzae	21086008
immune response	Haemophilus influenzae	24842664
immune system process	Haemophilus influenzae	24842664
immune response	Haemophilus influenzae	10417127
immune system process	Haemophilus influenzae	10417127
immune response	Haemophilus influenzae	22242158
immune system process	Haemophilus influenzae	22242158
immune response	Haemophilus influenzae	30061873
immune system process	Haemophilus influenzae	30061873
immune response	Haemophilus influenzae	30420631
immune system process	Haemophilus influenzae	30420631
immune response	Haemophilus influenzae	8735551
immune system process	Haemophilus influenzae	8735551
immune response	Haemophilus influenzae	29555783
immune system process	Haemophilus influenzae	29555783
immune response	Haemophilus influenzae	30409091
immune system process	Haemophilus influenzae	30409091
immune response	Haemophilus influenzae	14573673
immune response	Haemophilus influenzae	24550522
immune system process	Haemophilus influenzae	24550522
immune response	Haemophilus influenzae	21501445
immune system process	Haemophilus influenzae	21501445
immune response	Haemophilus influenzae	10531198
immune system process	Haemophilus influenzae	10531198
immune response	Haemophilus influenzae	30463418
immune system process	Haemophilus influenzae	30463418
immune response	Haemophilus influenzae	31214135
immune system process	Haemophilus influenzae	31214135
immune response	Haemophilus influenzae	9613652
immune system process	Haemophilus influenzae	9613652
immune response	Haemophilus influenzae	27392936
immune system process	Haemophilus influenzae	27392936
immune response	Haemophilus influenzae	26380326
immune system process	Haemophilus influenzae	26380326
immune response	Haemophilus influenzae	32774177
immune system process	Haemophilus influenzae	32774177
immune response	Haemophilus influenzae	9573094
immune system process	Haemophilus influenzae	9573094
immune response	Haemophilus influenzae	25180516
immune system process	Haemophilus influenzae	25180516
immune response	Haemophilus influenzae	25648619
immune system process	Haemophilus influenzae	25648619
immune response	Haemophilus influenzae	32477337
immune response	Haemophilus influenzae	26618243
immune system process	Haemophilus influenzae	26618243
immune response	Haemophilus influenzae	22332080
immune system process	Haemophilus influenzae	22332080
immune response	Haemophilus influenzae	25278941
immune system process	Haemophilus influenzae	25278941
immune response	Haemophilus influenzae	26175027
immune system process	Haemophilus influenzae	26175027
immune response	Haemophilus influenzae	25411183
immune system process	Haemophilus influenzae	25411183
immune response	Haemophilus influenzae	25555213
immune system process	Haemophilus influenzae	25555213
immune response	Haemophilus influenzae	17893130
immune system process	Haemophilus influenzae	17893130
immune response	Haemophilus influenzae	22079954
immune system process	Haemophilus influenzae	22079954
immune response	Haemophilus influenzae	29865239
immune system process	Haemophilus influenzae	29865239
immune response	Haemophilus influenzae	29861841
immune system process	Haemophilus influenzae	29861841
immune response	Haemophilus influenzae	2391428
immune system process	Haemophilus influenzae	2391428
immune response	Haemophilus influenzae	25567222
immune system process	Haemophilus influenzae	25567222
immune response	Haemophilus influenzae	26114124
immune system process	Haemophilus influenzae	26114124
immune response	Haemophilus influenzae	33375677
immune system process	Haemophilus influenzae	33375677
immune response	Haemophilus influenzae	19651870
immune system process	Haemophilus influenzae	19651870
immune response	Haemophilus influenzae	28513594
immune system process	Haemophilus influenzae	28513594
immune response	Haemophilus influenzae	25077423
immune system process	Haemophilus influenzae	25077423
immune response	Haemophilus influenzae	22287523
immune system process	Haemophilus influenzae	22287523
immune response	Haemophilus influenzae	24343645
immune system process	Haemophilus influenzae	24343645
immune response	Haemophilus influenzae	23445810
immune system process	Haemophilus influenzae	23445810
immune response	Haemophilus influenzae	25500599
immune system process	Haemophilus influenzae	25500599
immune response	Haemophilus influenzae	27135599
immune response	Haemophilus influenzae	31287831
immune system process	Haemophilus influenzae	31287831
immune response	Haemophilus influenzae	26078982
immune system process	Haemophilus influenzae	26078982
immune response	Haemophilus influenzae	14508879
immune system process	Haemophilus influenzae	14508879
immune response	Haemophilus influenzae	21326197
immune system process	Haemophilus influenzae	21326197
immune response	Haemophilus influenzae	18678658
immune system process	Haemophilus influenzae	18678658
immune response	Haemophilus influenzae	12237307
immune system process	Haemophilus influenzae	12237307
immune response	Haemophilus influenzae	33138142
immune system process	Haemophilus influenzae	33138142
immune response	Haemophilus influenzae	20624889
immune system process	Haemophilus influenzae	20624889
immune response	Haemophilus influenzae	26354823
immune system process	Haemophilus influenzae	26354823
immune response	Haemophilus influenzae	28079828
immune system process	Haemophilus influenzae	28079828
immune response	Haemophilus influenzae	23844117
immune system process	Haemophilus influenzae	23844117
immune response	Haemophilus influenzae	23925888
immune system process	Haemophilus influenzae	23925888
immune response	Haemophilus influenzae	7869301
immune system process	Haemophilus influenzae	7869301
immune response	Haemophilus influenzae	21185944
immune system process	Haemophilus influenzae	21185944
immune response	Haemophilus influenzae	23533646
immune system process	Haemophilus influenzae	23533646
immune response	Haemophilus influenzae	25506837
immune system process	Haemophilus influenzae	25506837
immune response	Haemophilus influenzae	30323958
immune system process	Haemophilus influenzae	30323958
immune response	Haemophilus influenzae	16901757
immune system process	Haemophilus influenzae	16901757
immune response	Haemophilus influenzae	29066058
immune system process	Haemophilus influenzae	29066058
immune response	Haemophilus influenzae	28959067
immune system process	Haemophilus influenzae	28959067
immune response	Haemophilus influenzae	11292642
immune system process	Haemophilus influenzae	11292642
immune response	Haemophilus influenzae	25699041
immune system process	Haemophilus influenzae	25699041
immune response	Haemophilus influenzae	33077789
immune system process	Haemophilus influenzae	33077789
immune response	Haemophilus influenzae	30936098
immune system process	Haemophilus influenzae	30936098
immune response	Haemophilus influenzae	32420403
immune system process	Haemophilus influenzae	32420403
immune response	Haemophilus influenzae	9839559
immune system process	Haemophilus influenzae	9839559
immune response	Haemophilus influenzae	9618443
immune system process	Haemophilus influenzae	9618443
immune response	Haemophilus influenzae	12218036
immune system process	Haemophilus influenzae	12218036
immune response	Haemophilus influenzae	24917865
immune system process	Haemophilus influenzae	24917865
immune response	Haemophilus influenzae	11447153
immune system process	Haemophilus influenzae	11447153
immune response	Haemophilus influenzae	8156052
immune system process	Haemophilus influenzae	8156052
immune response	Haemophilus influenzae	27933034
immune system process	Haemophilus influenzae	27933034
immune response	Haemophilus influenzae	16595015
immune system process	Haemophilus influenzae	16595015
immune response	Haemophilus influenzae	11035753
immune system process	Haemophilus influenzae	11035753
immune response	Haemophilus influenzae	30482864
immune system process	Haemophilus influenzae	30482864
immune response	Haemophilus influenzae	32435109
immune system process	Haemophilus influenzae	32435109
immune response	Haemophilus influenzae	19747629
immune system process	Haemophilus influenzae	19747629
immune response	Haemophilus influenzae	33329530
immune response	Haemophilus influenzae	11292646
immune system process	Haemophilus influenzae	11292646
immune response	Haemophilus influenzae	31879085
immune system process	Haemophilus influenzae	31879085
immune response	Haemophilus influenzae	1588157
immune system process	Haemophilus influenzae	1588157
immune response	Haemophilus influenzae	12522050
immune system process	Haemophilus influenzae	12522050
immune response	Haemophilus influenzae	32326128
immune system process	Haemophilus influenzae	32326128
immune response	Haemophilus influenzae	31500086
immune system process	Haemophilus influenzae	31500086
immune response	Haemophilus influenzae	24966192
immune system process	Haemophilus influenzae	24966192
immune response	Haemophilus influenzae	28209678
immune system process	Haemophilus influenzae	28209678
immune response	Haemophilus influenzae	29630438
immune system process	Haemophilus influenzae	29630438
immune response	Haemophilus influenzae	24313769
immune system process	Haemophilus influenzae	24313769
immune response	Haemophilus influenzae	10338477
immune system process	Haemophilus influenzae	10338477
immune response	Haemophilus influenzae	24700991
immune system process	Haemophilus influenzae	24700991
immune response	Haemophilus influenzae	23041122
immune system process	Haemophilus influenzae	23041122
immune response	Haemophilus influenzae	26908751
immune system process	Haemophilus influenzae	26908751
immune response	Haemophilus influenzae	20178591
immune system process	Haemophilus influenzae	20178591
immune response	Haemophilus influenzae	33198395
immune system process	Haemophilus influenzae	33198395
immune response	Haemophilus influenzae	29204064
immune system process	Haemophilus influenzae	29204064
immune response	Haemophilus influenzae	27503512
immune system process	Haemophilus influenzae	27503512
immune response	Haemophilus influenzae	28611970
immune system process	Haemophilus influenzae	28611970
immune response	Haemophilus influenzae	22377449
immune system process	Haemophilus influenzae	22377449
immune response	Haemophilus influenzae	18724774
immune system process	Haemophilus influenzae	18724774
immune response	Haemophilus influenzae	16714566
immune system process	Haemophilus influenzae	16714566
immune response	Haemophilus influenzae	25452707
immune system process	Haemophilus influenzae	25452707
immune response	Haemophilus influenzae	29547646
immune system process	Haemophilus influenzae	29547646
immune response	Haemophilus influenzae	9194704
immune system process	Haemophilus influenzae	9194704
immune response	Haemophilus influenzae	33266440
immune system process	Haemophilus influenzae	33266440
immune response	Haemophilus influenzae	31709673
immune system process	Haemophilus influenzae	31709673
immune response	Haemophilus influenzae	15708312
immune system process	Haemophilus influenzae	15708312
immune response	Haemophilus influenzae	26682236
immune system process	Haemophilus influenzae	26682236
immune response	Haemophilus influenzae	32950976
immune system process	Haemophilus influenzae	32950976
immune response	Haemophilus influenzae	31281171
immune system process	Haemophilus influenzae	31281171
immune response	Haemophilus influenzae	31508807
immune system process	Haemophilus influenzae	31508807
immune response	Haemophilus influenzae	29282568
immune system process	Haemophilus influenzae	29282568
immune response	Haemophilus influenzae	31776238
immune system process	Haemophilus influenzae	31776238
immune response	Haemophilus influenzae	26451405
immune system process	Haemophilus influenzae	26451405
immune response	Haemophilus influenzae	25483504
immune system process	Haemophilus influenzae	25483504
immune response	Haemophilus influenzae	18160476
immune system process	Haemophilus influenzae	18160476
immune response	Haemophilus influenzae	22948379
immune system process	Haemophilus influenzae	22948379
immune response	Haemophilus influenzae	27569107
immune system process	Haemophilus influenzae	27569107
immune response	Haemophilus influenzae	31876696
immune system process	Haemophilus influenzae	31876696
immune response	Haemophilus influenzae	25799317
immune system process	Haemophilus influenzae	25799317
immune response	Haemophilus influenzae	32866033
immune system process	Haemophilus influenzae	32866033
immune response	Haemophilus influenzae	28381402
immune system process	Haemophilus influenzae	28381402
immune response	Haemophilus influenzae	25668296
immune system process	Haemophilus influenzae	25668296
immune response	Haemophilus influenzae	18170978
immune system process	Haemophilus influenzae	18170978
immune response	Haemophilus influenzae	21216970
immune system process	Haemophilus influenzae	21216970
immune response	Haemophilus influenzae	31655331
immune system process	Haemophilus influenzae	31655331
immune response	Haemophilus influenzae	26925040
immune system process	Haemophilus influenzae	26925040
immune response	Haemophilus influenzae	32814840
immune system process	Haemophilus influenzae	32814840
immune response	Haemophilus influenzae	31417543
immune system process	Haemophilus influenzae	31417543
immune response	Haemophilus influenzae	30125338
immune system process	Haemophilus influenzae	30125338
immune response	Haemophilus influenzae	18379862
immune system process	Haemophilus influenzae	18379862
immune response	Haemophilus influenzae	19478847
immune system process	Haemophilus influenzae	19478847
immune response	Haemophilus influenzae	32039044
immune system process	Haemophilus influenzae	32039044
immune response	Haemophilus influenzae	32828942
immune system process	Haemophilus influenzae	32828942
immune response	Haemophilus influenzae	22274686
immune system process	Haemophilus influenzae	22274686
immune response	Haemophilus influenzae	15331748
immune system process	Haemophilus influenzae	15331748
immune response	Haemophilus influenzae	27001538
immune system process	Haemophilus influenzae	27001538
immune response	Haemophilus influenzae	30745895
immune system process	Haemophilus influenzae	30745895
immune response	Haemophilus influenzae	31440255
immune system process	Haemophilus influenzae	31440255
immune response	Haemophilus influenzae	26018536
immune system process	Haemophilus influenzae	26018536
immune response	Haemophilus influenzae	20095431
immune system process	Haemophilus influenzae	20095431
immune response	Haemophilus influenzae	1588178
immune system process	Haemophilus influenzae	1588178
immune response	Haemophilus influenzae	19428923
immune system process	Haemophilus influenzae	19428923
immune response	Haemophilus influenzae	29763438
immune system process	Haemophilus influenzae	29763438
immune response	Haemophilus influenzae	27339055
immune system process	Haemophilus influenzae	27339055
immune response	Haemophilus influenzae	26176360
immune system process	Haemophilus influenzae	26176360
immune response	Haemophilus influenzae	26553689
immune system process	Haemophilus influenzae	26553689
immune response	Haemophilus influenzae	27708966
immune system process	Haemophilus influenzae	27708966
immune response	Haemophilus influenzae	28272393
immune system process	Haemophilus influenzae	28272393
immune response	Haemophilus influenzae	22787191
immune system process	Haemophilus influenzae	22787191
immune response	Haemophilus influenzae	33521069
immune system process	Haemophilus influenzae	33521069
immune response	Haemophilus influenzae	31170986
immune response	Haemophilus influenzae	29140938
immune system process	Haemophilus influenzae	29140938
immune response	Haemophilus influenzae	31661299
immune system process	Haemophilus influenzae	31661299
immune response	Haemophilus influenzae	26121748
